-1,1,0,10,0,214536502,0.0
-1,1,0,10,0,214536500,180.591
-1,1,0,10,0,214536506,37.13
-1,1,0,10,0,214577561,133.308
-1,2,0,13,0,214662742,0.0
-1,2,0,13,0,214662742,41.759
-1,2,0,13,0,214825110,78.073
-1,2,0,13,0,214757390,73.264
-1,2,0,14,0,214757407,47.537
-1,2,0,14,0,214551617,118.642
-1,3,2,13,0,214716935,0.0
-1,3,2,13,0,214774687,495.575
-1,3,2,13,0,214832672,249.803
-1,4,0,12,0,214836765,0.0
-1,4,0,12,0,214706482,1034.468
-1,6,6,16,0,214701242,0.0
-1,6,6,17,0,214826623,246.128
-1,7,2,6,0,214826835,0.0
-1,7,2,6,0,214826715,12.75
-1,8,6,8,0,214838855,0.0
-1,8,6,8,0,214838855,133.919
-1,9,6,11,0,214576500,0.0
-1,9,6,11,0,214576500,150.527
-1,9,6,11,0,214576500,18.825
-1,11,3,10,0,214821275,0.0
-1,11,3,10,0,214821275,26.002
1,11,3,10,0,214821371,28.199
1,11,3,10,0,214821371,42.289
1,11,3,10,0,214821371,45.193
-1,11,3,10,0,214717089,385.217
-1,11,3,10,0,214563337,27.303
-1,11,3,10,0,214706462,89.392
-1,11,3,10,0,214717436,28.06
-1,11,3,10,0,214743335,43.193
-1,11,3,10,0,214826837,48.811
-1,11,3,10,0,214819762,20.102
1,12,2,10,0,214717867,724.051
1,12,2,10,0,214717867,179.445
-1,13,6,14,0,214836761,0.0
-1,13,6,14,0,214684513,160.725
-1,13,6,14,0,214836761,23.905
-1,14,1,10,0,214577732,0.0
-1,14,1,10,0,214587013,133.411
-1,14,1,10,0,214577732,81.709
-1,17,6,11,0,214826897,0.0
-1,17,6,11,0,214820441,1.904
-1,16,5,13,0,214684093,0.0
-1,16,5,13,0,214684093,38.271
-1,16,5,13,0,214684093,733.195
-1,19,1,20,0,214561790,0.0
-1,19,1,20,0,214561790,1.401
-1,19,1,20,0,214611457,159.848
-1,19,1,20,0,214611457,1.045
-1,18,1,5,0,214577732,0.0
-1,18,1,5,0,214577732,19.617
1,21,0,9,0,214838503,1369.808
1,21,0,9,0,214838503,131.351
1,21,0,9,0,214838503,20.695
1,21,0,9,0,214838503,128.517
1,21,0,9,0,214838503,93.097
1,21,0,9,0,214548744,807.8
-1,23,4,7,0,214718203,0.0
-1,23,4,7,0,214718203,346.036
-1,23,4,7,0,214718203,1.742
